Synonum,Authority,Reference,Family Level,Species (in Phylo),SpeciesDescription,GenericDescription,Size described (what type),Length in centimeters,monotypicGenus,SeeInFigure,InfloresenceCoded,"HowCertain(1- very sure, 2- kind of sure, 3- unsure)",Curated,Authority,Reference,HotLeeds,Notes: Everything is scored as a 
,,,Corsiaceae,Corsia_wiakabui,, Inflorescence 1-flowered,,,no,no,single,1,JR,(W.N.Takeuchi & Pipoly) D.L.Jones & B.Gray,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_wubungu,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Melanthiaceae ,Amianthium_muscitoxicum,Inflorescences are racemes bearing 30-150 small flowers that open acropetally.,,,,yes,no ,raceme,1,JR,(Walter) A.Gray,"Redmond, Ann M., Louise E. Robbins, and Joseph Travis. ""The effects of pollination distance on seed production in three populations of Amianthium muscaetoxicum (Liliaceae)."" Oecologia 79.2 (1989): 260-264.",,
,,,Melanthiaceae ,Anticlea_elegans,racemose in A. e. elegans,,,,no,no,raceme,1,JR,(Pursh) Rydb.,"Stroh, Esther D. Remnants of the past: Ecology of relict Anticlea populations in Missouri. University of Missouri-Columbia, 2005.",,
,,,Melanthiaceae ,Anticlea_glaucus,paniculate in A. e. glaucus,,,,no,no,panicle,1,JR,,"Stroh, Esther D. Remnants of the past: Ecology of relict Anticlea populations in Missouri. University of Missouri-Columbia, 2005.",,
,,,Melanthiaceae ,Chamaelirium_luteum,"Raceme terminal, slender",,,,yes,no,raceme,1,JR,(L.) A.Gray,"Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.",,
,,,Melanthiaceae ,Chionographis_shiwandashanensis,,The inflorescence is a terminal spike with many flowers but nobracts.,,,no,no,spike,1,JR,Y.Feng Huang & R.H.Jiang,"Huang, Yun?Feng, et al. ""Chionographis shiwandashanensis sp. nov.(Melanthiaceae) from southern Guangxi, China."" Nordic Journal of Botany 29.5 (2011): 605-607.",,
,,,Melanthiaceae ,Helonias_bullata,"Helonias produces a fragrant, terminal raceme inflorescence composed of 30-50 perfect individual flowers (Sutter 1984) with pink tepals and distinctive blue anthers.",,,,yes,no,raceme,1,JR,L.,"Punsalan, April P., Beverly Collins, and Laura E. DeWald. ""The germination ecology of Helonias bullata L.(Swamp Pink) with respect to dry, saturated, and flooded conditions."" Aquatic botany 133 (2016): 17-23.",,
,,,Melanthiaceae ,Heloniopsis_kawanoi,,"Umbel-like raceme terminal, 3-10-flowered.",,,no,no,raceme,1,JR,(Koidz.) Honda,"Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.",,
,,,Melanthiaceae ,Heloniopsis_koreana,,"Umbel-like raceme terminal, 3-10-flowered.",,,no,no,raceme,1,JR,"Fuse, N.S.Lee & M.N.Tamura","Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.",,
,,,Melanthiaceae ,Heloniopsis_leucantha,the former species has a racemose inflorescence,"Umbel-like raceme terminal, 3-10-flowered.",,,no,no,raceme,1,JR,(Koidz.) Honda,"Fuse, Shizuka, and Minoru N. Tamura. ""Biosystematic studies on the genus Heloniopsis (Melanthiaceae) I. Phylogeny inferred from plastid DNA sequences and taxonomic implications."" Nordic journal of botany 34.5 (2016): 584-595.",,
,,,Melanthiaceae ,Heloniopsis_orientalis,,"Umbel-like raceme terminal, 3-10-flowered.",,,no,no,raceme,1,JR,(Thunb.) Tanaka,"Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.",,
,,,Melanthiaceae ,Heloniopsis_tubiflora_,,"Umbel-like raceme terminal, 3-10-flowered.",,,no,no,raceme,1,JR,"Fuse, N.S.Lee & M.N.Tamura","Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.",,
,,,Melanthiaceae ,Heloniopsis_umbellata,the latter  species  has  an  umbellate  inflorescence,"Umbel-like raceme terminal, 3-10-flowered.",,,no,no,umbel,1,JR,Baker,"Fuse, Shizuka, and Minoru N. Tamura. ""Biosystematic studies on the genus Heloniopsis (Melanthiaceae) I. Phylogeny inferred from plastid DNA sequences and taxonomic implications."" Nordic journal of botany 34.5 (2016): 584-595.",,
,,,Melanthiaceae ,Schoenocaulon_calcicola,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Greenm.,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_caricifolium,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,(Schltdl.) A.Gray,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_comatum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Brinker,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_conzattii,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Brinker,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_dubium,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,(Michx.) Small,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_frameae,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Zomlefer & Judd,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_ghiesbreghtii,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Greenm.,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_ignigenum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Frame,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_intermedium,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Baker,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_jaliscense,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Greenm.,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_macrocarpum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Brinker,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_madidorum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Frame,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_megarrhizum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,M.E.Jones,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_mortonii_,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Brinker,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_oaxacense,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,(Frame) Zomlefer & Judd,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_obtusum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Brinker,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_officinale,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,(Schltdl. & Cham.) A.Gray,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_pellucidum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Frame,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_plumosum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Frame,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_pringlei,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Greenm.,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_rzedowskii,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Frame,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_tenorioi,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Frame,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_tenue,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Brinker,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_tenuifolium,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,(M.Martens & Galeotti) B.L.Rob. & Greenm.,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_texanum,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Scheele,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Schoenocaulon_tigrense,,"The spicate inflorescence is a synapo-morphy forSchoenocaulon(Zomlefer, 1997; Zomlefer et al.,2001, 2004, 2006) with the flowers varying from subsessile",,,no,no,spike,1,JR,Frame,"Zomlefer, Wendy B., et al. ""Infrageneric phylogeny of Schoenocaulon (Liliales: Melanthiaceae) with clarification of cryptic species based on ITS sequence data and geographical distribution."" American journal of botany 93.8 (2006): 1178-1192.",,
,,,Melanthiaceae ,Pseudotrillium_rivale,,,,,,,,,,(S.Watson) S.B.Farmer,,,
,,,Melanthiaceae ,Stenanthium_densum,,"Panicle terminal, glabrous.",,,no,no,panicle,1,JR,(Desr.) Zomlefer & Judd,"Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.","Wofford, B. Eugene. ""A new species of Stenanthium (Melanthiaceae) from Tennessee, USA."" SIDA, Contributions to Botany (2006): 447-459.",
,,,Melanthiaceae ,Stenanthium_diffusum,,"Panicle terminal, glabrous.",,,no,no,panicle,1,JR,Wofford,"Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.","Wofford, B. Eugene. ""A new species of Stenanthium (Melanthiaceae) from Tennessee, USA."" SIDA, Contributions to Botany (2006): 447-459.",
,,,Melanthiaceae ,Stenanthium_gramineum,,"Panicle terminal, glabrous.",,,no,no,panicle,1,JR,(Ker Gawl.) Morong,"Tamura, M. N. ""Melanthiaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 369-380.","Wofford, B. Eugene. ""A new species of Stenanthium (Melanthiaceae) from Tennessee, USA."" SIDA, Contributions to Botany (2006): 447-459.",
,,,Melanthiaceae ,Toxicoscordion_venenosum_var._venenosum,"inflorescences mostly racemose, occasionally paniculate with 1 basal branch",,,,no,no,raceme,1,JR,(Nutt.) Rydb.,"Brasher, Jeffrey W. ""A New Combination in Toxicoscordion (Melanthiaceae) for the Rocky Mountain Region, North America."" Novon: A Journal for Botanical Nomenclature 19.3 (2009): 295-297.",,
,,,Melanthiaceae ,Toxicoscordion_venenosum_var._gramineum,"inflorescences mostly paniculate with 1 or 2 basal branches, occasionally racemose;",,,,no,no,panicle,1,JR,(S.Watson) Rydb.,"Brasher, Jeffrey W. ""A New Combination in Toxicoscordion (Melanthiaceae) for the Rocky Mountain Region, North America."" Novon: A Journal for Botanical Nomenclature 19.3 (2009): 295-297.",,
,,,Melanthiaceae ,Veratrum_album,inflorescences decompound-racemose,,,,no,no,raceme,1,JR,L.,"Zomlefer, Wendy B., et al. ""An overview of Veratrum sl (Liliales: Melanthiaceae) and an infrageneric phylogeny based on ITS sequence data."" Systematic Botany 28.2 (2003): 250-270.",,
,,,Melanthiaceae ,Veratrum_alpestre,inflorescences decompound-racemose,,,,no,no,raceme,1,JR,Nakai,"Zomlefer, Wendy B., et al. ""An overview of Veratrum sl (Liliales: Melanthiaceae) and an infrageneric phylogeny based on ITS sequence data."" Systematic Botany 28.2 (2003): 250-270.",,
,,,Melanthiaceae ,Veratrum_grandiflorum,inflorescences decompound-racemose,,,,no,no,raceme,1,JR,(Maxim. ex Miq.) O.Loes.,"Zomlefer, Wendy B., et al. ""An overview of Veratrum sl (Liliales: Melanthiaceae) and an infrageneric phylogeny based on ITS sequence data."" Systematic Botany 28.2 (2003): 250-270.",,
,,,Melanthiaceae ,Veratrum_lobelianum,inflorescences decompound-racemose,,,,no,no,raceme,1,JR,Bernh.,"Zomlefer, Wendy B., et al. ""An overview of Veratrum sl (Liliales: Melanthiaceae) and an infrageneric phylogeny based on ITS sequence data."" Systematic Botany 28.2 (2003): 250-270.",,
,,,Melanthiaceae ,Veratrum_oxysepalum,inflorescences decompound-racemose,,,,no,no,raceme,1,JR,Turcz.,"Zomlefer, Wendy B., et al. ""An overview of Veratrum sl (Liliales: Melanthiaceae) and an infrageneric phylogeny based on ITS sequence data."" Systematic Botany 28.2 (2003): 250-270.",,
,,,Melanthiaceae ,Veratrum_stamineum,racemes subcorymbose,,,,no,no,raceme,1,JR,Maxim.,"Zomlefer, Wendy B., et al. ""An overview of Veratrum sl (Liliales: Melanthiaceae) and an infrageneric phylogeny based on ITS sequence data."" Systematic Botany 28.2 (2003): 250-270.",,
,,,Melanthiaceae ,Xerophyllum_tenax,"The inflorescense is a mass-flowering terminal racemeof small, white to cream-colored flowers on pedicels 2–5 cm long maturingsuccessively from the bottom to the top (Maule, 1959).",,,,no,no,raceme,1,JR,(Pursh) Nutt.,"Vance, Nan C., Peter Bernhardt, and Retha M. Edens. ""Pollination and seed production in Xerophyllum tenax (Melanthiaceae) in the Cascade Range of central Oregon."" American Journal of Botany 91.12 (2004): 2060-2068.",,
,,,Melanthiaceae ,Ypsilandra_alpina,,"Inflorescence scapiform, a terminal raceme, 4-30-flowered, ebracteate except in Ypsilandra jinpingensis (Chen et al., 2003).",,,no,no,raceme,1,JR,F.T.Wang & Tang,"Hsu, Tsai-Wen, et al. ""Ypsilandra (Melanthiaceae; Liliaceae sensu lato), a new generic record for Taiwan."" Bot Stud 52 (2011): 99-104.",,
,,,Melanthiaceae ,Ypsilandra_cavaleriei,,"Inflorescence scapiform, a terminal raceme, 4-30-flowered, ebracteate except in Ypsilandra jinpingensis (Chen et al., 2003).",,,no,no,raceme,1,JR,H.Lév. & Vaniot,"Hsu, Tsai-Wen, et al. ""Ypsilandra (Melanthiaceae; Liliaceae sensu lato), a new generic record for Taiwan."" Bot Stud 52 (2011): 99-104.",,
,,,Melanthiaceae ,Ypsilandra_kansuensis,,"Inflorescence scapiform, a terminal raceme, 4-30-flowered, ebracteate except in Ypsilandra jinpingensis (Chen et al., 2003).",,,no,no,raceme,1,JR,R.N.Zhao & Z.X.Peng,"Hsu, Tsai-Wen, et al. ""Ypsilandra (Melanthiaceae; Liliaceae sensu lato), a new generic record for Taiwan."" Bot Stud 52 (2011): 99-104.",,
,,,Melanthiaceae ,Ypsilandra_thibetica,,"Inflorescence scapiform, a terminal raceme, 4-30-flowered, ebracteate except in Ypsilandra jinpingensis (Chen et al., 2003).",,,no,no,raceme,1,JR,Franch.,"Hsu, Tsai-Wen, et al. ""Ypsilandra (Melanthiaceae; Liliaceae sensu lato), a new generic record for Taiwan."" Bot Stud 52 (2011): 99-104.",,
,,,Melanthiaceae ,Ypsilandra_yunnanensis,,"Inflorescence scapiform, a terminal raceme, 4-30-flowered, ebracteate except in Ypsilandra jinpingensis (Chen et al., 2003).",,,no,no,raceme,1,JR,W.W.Sm. & Jeffrey,"Hsu, Tsai-Wen, et al. ""Ypsilandra (Melanthiaceae; Liliaceae sensu lato), a new generic record for Taiwan."" Bot Stud 52 (2011): 99-104.",,
,,,Melanthiaceae ,Zigadenus_glaberrimus,,,,,,,,,,Michx.,,"Tepedino, Vincent J. ""Notes on the reproductive biology of Zigadenus paniculatus, a toxic range plant."" The Great Basin Naturalist (1981): 427-430.",
,,,Petermanniaceae,Petermannia_cirrosa,"terminal and leaf-opposed cymes, partly modified into tendrils.",,,,yes,no,cyme,1,JR,F. Muell,"Conran, J. G., and H. T. Clifford. ""Petermanniaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 406-408.",,
,,,Philesiaceae,Philesia_magellanica,"Erect, branching shrub; leaves oblong-obvate, 3- nerved, venation reticulate;",,,,yes,no,,1,JR,J. F. Geml.,"Conran, J. G. ""Behniaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 146-148.",,
,,,Philesiaceae,Lapageria_rosea,"Woody twining vine; leaves acute, ovatelanceolate, 3-S-nerved, reticulate; tepals 6, sub equal, campanulate, inner 3 spotted; stamens 6, filaments free; anthers introrse; fruit an elongate berry.",,,,yes,no,,1,JR,Ruiz & Pav.,"Conran, J. G. ""Behniaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 146-148.",,
,,,Philesiaceae,Geitonoplesium_angustifolium,,"Although Geitonoplesium is a vine with leafy aerial stems and resupinate leaves, the inflorescences in cymose panicles with purple or white flowers",,,no,no,cyme,1,JR,(J. Mill. ex Aiton) K. Koch,"Chase, Mark W., Paula J. Rudall, and John G. Conran. ""New circumscriptions and a new family of asparagoid lilies: genera formerly included in Anthericaceae."" Kew Bulletin (1996): 667-680.",,
,,,Philesiaceae,Geitonoplesium_cymosum,,"Although Geitonoplesium is a vine with leafy aerial stems and resupinate leaves, the inflorescences in cymose panicles with purple or white flowers",,,no,no,cyme,1,JR,(R.Br.) A.Cunn. ex R.Br.,"Chase, Mark W., Paula J. Rudall, and John G. Conran. ""New circumscriptions and a new family of asparagoid lilies: genera formerly included in Anthericaceae."" Kew Bulletin (1996): 667-680.",,
,,,Philesiaceae,Behnia_reticulata ,Inflorescence an axillary bostryx or flowers borne singly.,,,,yes,yes,,1,JR,(Thunb.) Didr.,"Conran, J. G. ""Behniaceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 146-148.",,
,,,Colchicaceae,Baeometra_uniflora,"Flowers in a terminal bracteate scorpioid cyme, sometimes single.",,,,yes,no,cyme,1,JR,(Jacq.) G.J.Lewis,,,
,,,Smilacaceae,(Genus),,"Inflorescence axillary or terminal panicles, simple or compound racemes, spikes or ebracteate umbels.",,,,,,,,,,,
